julia version 1.10.5
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.AdaptiveDiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
7058.33 secs, 4083 evals, 4012 steps, improv/step: 0.266 (last = 0.0000), fitness=1.301412760
7065.95 secs, 4084 evals, 4013 steps, improv/step: 0.266 (last = 0.0000), fitness=1.301412760
7073.66 secs, 4088 evals, 4017 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7080.92 secs, 4089 evals, 4018 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7089.53 secs, 4090 evals, 4019 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7095.96 secs, 4092 evals, 4021 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7105.44 secs, 4094 evals, 4023 steps, improv/step: 0.265 (last = 0.5000), fitness=1.301412760
7114.92 secs, 4096 evals, 4025 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7121.53 secs, 4097 evals, 4026 steps, improv/step: 0.265 (last = 1.0000), fitness=1.301412760
7128.56 secs, 4099 evals, 4028 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7135.50 secs, 4100 evals, 4029 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7142.02 secs, 4102 evals, 4031 steps, improv/step: 0.265 (last = 0.5000), fitness=1.301412760
7148.83 secs, 4104 evals, 4033 steps, improv/step: 0.265 (last = 0.5000), fitness=1.301412760
7155.33 secs, 4107 evals, 4036 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7162.13 secs, 4108 evals, 4037 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7168.74 secs, 4110 evals, 4039 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7179.11 secs, 4115 evals, 4044 steps, improv/step: 0.265 (last = 0.2000), fitness=1.301412760
7187.39 secs, 4117 evals, 4046 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7193.93 secs, 4119 evals, 4048 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7204.00 secs, 4120 evals, 4049 steps, improv/step: 0.265 (last = 0.0000), fitness=1.301412760
7212.34 secs, 4121 evals, 4050 steps, improv/step: 0.264 (last = 0.0000), fitness=1.301412760
7220.09 secs, 4125 evals, 4054 steps, improv/step: 0.264 (last = 0.0000), fitness=1.301412760
7228.52 secs, 4126 evals, 4055 steps, improv/step: 0.264 (last = 0.0000), fitness=1.301412760
7236.26 secs, 4128 evals, 4057 steps, improv/step: 0.264 (last = 0.5000), fitness=1.301412760
7246.07 secs, 4135 evals, 4064 steps, improv/step: 0.264 (last = 0.1429), fitness=1.301412760
7252.46 secs, 4136 evals, 4065 steps, improv/step: 0.264 (last = 0.0000), fitness=1.301412760
7260.86 secs, 4137 evals, 4066 steps, improv/step: 0.264 (last = 0.0000), fitness=1.301412760
7267.81 secs, 4140 evals, 4069 steps, improv/step: 0.264 (last = 0.0000), fitness=1.301412760
7274.24 secs, 4141 evals, 4070 steps, improv/step: 0.264 (last = 0.0000), fitness=1.301412760
7281.60 secs, 4144 evals, 4073 steps, improv/step: 0.263 (last = 0.0000), fitness=1.301412760
7288.25 secs, 4146 evals, 4075 steps, improv/step: 0.263 (last = 0.0000), fitness=1.301412760
7294.66 secs, 4150 evals, 4079 steps, improv/step: 0.263 (last = 0.0000), fitness=1.301412760
7301.44 secs, 4151 evals, 4080 steps, improv/step: 0.263 (last = 1.0000), fitness=1.301412760
7307.75 secs, 4152 evals, 4081 steps, improv/step: 0.263 (last = 0.0000), fitness=1.301412760
7316.50 secs, 4153 evals, 4082 steps, improv/step: 0.263 (last = 1.0000), fitness=1.301412760
7323.48 secs, 4155 evals, 4084 steps, improv/step: 0.263 (last = 0.5000), fitness=1.301412760
7331.32 secs, 4156 evals, 4085 steps, improv/step: 0.263 (last = 0.0000), fitness=1.301412760
7337.84 secs, 4158 evals, 4087 steps, improv/step: 0.263 (last = 0.0000), fitness=1.301412760
7344.37 secs, 4159 evals, 4088 steps, improv/step: 0.263 (last = 0.0000), fitness=1.301412760
7351.02 secs, 4161 evals, 4090 steps, improv/step: 0.263 (last = 0.0000), fitness=1.301412760
7358.77 secs, 4162 evals, 4091 steps, improv/step: 0.263 (last = 1.0000), fitness=1.297824752
7365.64 secs, 4167 evals, 4096 steps, improv/step: 0.263 (last = 0.0000), fitness=1.297824752
7372.14 secs, 4169 evals, 4098 steps, improv/step: 0.263 (last = 0.0000), fitness=1.297824752
7379.07 secs, 4170 evals, 4099 steps, improv/step: 0.263 (last = 1.0000), fitness=1.297824752
7385.49 secs, 4171 evals, 4100 steps, improv/step: 0.263 (last = 1.0000), fitness=1.297824752
7392.25 secs, 4172 evals, 4101 steps, improv/step: 0.263 (last = 0.0000), fitness=1.297824752
7398.70 secs, 4173 evals, 4102 steps, improv/step: 0.263 (last = 0.0000), fitness=1.297824752
7405.95 secs, 4174 evals, 4103 steps, improv/step: 0.263 (last = 1.0000), fitness=1.297824752
7413.09 secs, 4177 evals, 4106 steps, improv/step: 0.263 (last = 0.0000), fitness=1.297824752
7420.44 secs, 4183 evals, 4112 steps, improv/step: 0.263 (last = 0.0000), fitness=1.297824752
7428.90 secs, 4185 evals, 4114 steps, improv/step: 0.263 (last = 0.0000), fitness=1.297824752
7440.26 secs, 4187 evals, 4116 steps, improv/step: 0.263 (last = 0.5000), fitness=1.297824752
7447.08 secs, 4188 evals, 4117 steps, improv/step: 0.263 (last = 0.0000), fitness=1.297824752
7453.60 secs, 4192 evals, 4121 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7464.07 secs, 4194 evals, 4123 steps, improv/step: 0.262 (last = 0.5000), fitness=1.297824752
7470.58 secs, 4197 evals, 4126 steps, improv/step: 0.262 (last = 0.3333), fitness=1.297824752
7476.87 secs, 4201 evals, 4130 steps, improv/step: 0.262 (last = 0.2500), fitness=1.297824752
7483.50 secs, 4202 evals, 4131 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7489.75 secs, 4205 evals, 4134 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7501.49 secs, 4208 evals, 4137 steps, improv/step: 0.262 (last = 0.3333), fitness=1.297824752
7507.93 secs, 4211 evals, 4140 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7514.34 secs, 4212 evals, 4141 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7521.76 secs, 4213 evals, 4142 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7528.22 secs, 4214 evals, 4143 steps, improv/step: 0.262 (last = 1.0000), fitness=1.297824752
7535.72 secs, 4215 evals, 4144 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7542.18 secs, 4216 evals, 4145 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7550.36 secs, 4217 evals, 4146 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7557.76 secs, 4224 evals, 4153 steps, improv/step: 0.262 (last = 0.1429), fitness=1.297824752
7565.44 secs, 4226 evals, 4155 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7573.40 secs, 4229 evals, 4158 steps, improv/step: 0.262 (last = 0.3333), fitness=1.297824752
7581.66 secs, 4233 evals, 4162 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7588.45 secs, 4234 evals, 4163 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7599.49 secs, 4236 evals, 4165 steps, improv/step: 0.261 (last = 0.5000), fitness=1.297824752
7606.59 secs, 4237 evals, 4166 steps, improv/step: 0.262 (last = 1.0000), fitness=1.297824752
7613.05 secs, 4239 evals, 4168 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7619.26 secs, 4240 evals, 4169 steps, improv/step: 0.262 (last = 1.0000), fitness=1.297824752
7627.78 secs, 4243 evals, 4172 steps, improv/step: 0.262 (last = 0.0000), fitness=1.297824752
7640.79 secs, 4249 evals, 4178 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7647.38 secs, 4250 evals, 4179 steps, improv/step: 0.261 (last = 1.0000), fitness=1.297824752
7654.47 secs, 4252 evals, 4181 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7661.24 secs, 4253 evals, 4182 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7670.17 secs, 4254 evals, 4183 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7681.10 secs, 4255 evals, 4184 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7689.82 secs, 4256 evals, 4185 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7706.11 secs, 4257 evals, 4186 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7714.38 secs, 4258 evals, 4187 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7724.12 secs, 4260 evals, 4189 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7730.82 secs, 4263 evals, 4192 steps, improv/step: 0.260 (last = 0.0000), fitness=1.297824752
7737.79 secs, 4266 evals, 4195 steps, improv/step: 0.261 (last = 0.3333), fitness=1.297824752
7744.03 secs, 4267 evals, 4196 steps, improv/step: 0.261 (last = 1.0000), fitness=1.297824752
7750.70 secs, 4269 evals, 4198 steps, improv/step: 0.261 (last = 0.0000), fitness=1.297824752
7757.53 secs, 4271 evals, 4200 steps, improv/step: 0.260 (last = 0.0000), fitness=1.297824752
7764.10 secs, 4273 evals, 4202 steps, improv/step: 0.260 (last = 0.0000), fitness=1.297824752
7770.47 secs, 4274 evals, 4203 steps, improv/step: 0.260 (last = 0.0000), fitness=1.297824752
7776.67 secs, 4277 evals, 4206 steps, improv/step: 0.260 (last = 0.0000), fitness=1.297824752
7783.22 secs, 4280 evals, 4209 steps, improv/step: 0.260 (last = 0.0000), fitness=1.297824752
7789.74 secs, 4281 evals, 4210 steps, improv/step: 0.260 (last = 0.0000), fitness=1.297824752
7796.12 secs, 4283 evals, 4212 steps, improv/step: 0.260 (last = 0.5000), fitness=1.297824752
7805.92 secs, 4284 evals, 4213 steps, improv/step: 0.260 (last = 1.0000), fitness=1.297824752
7812.55 secs, 4288 evals, 4217 steps, improv/step: 0.260 (last = 0.2500), fitness=1.296786796
7818.99 secs, 4289 evals, 4218 steps, improv/step: 0.260 (last = 0.0000), fitness=1.296786796
7825.79 secs, 4290 evals, 4219 steps, improv/step: 0.260 (last = 0.0000), fitness=1.296786796
7832.81 secs, 4291 evals, 4220 steps, improv/step: 0.260 (last = 0.0000), fitness=1.296786796
7841.16 secs, 4292 evals, 4221 steps, improv/step: 0.260 (last = 1.0000), fitness=1.296786796
7848.37 secs, 4294 evals, 4223 steps, improv/step: 0.260 (last = 0.5000), fitness=1.292273025
7855.30 secs, 4296 evals, 4225 steps, improv/step: 0.260 (last = 0.5000), fitness=1.292273025
7861.37 secs, 4299 evals, 4228 steps, improv/step: 0.260 (last = 0.0000), fitness=1.292273025
7869.26 secs, 4301 evals, 4230 steps, improv/step: 0.260 (last = 0.0000), fitness=1.292273025
7875.45 secs, 4302 evals, 4231 steps, improv/step: 0.260 (last = 0.0000), fitness=1.292273025
7881.48 secs, 4303 evals, 4232 steps, improv/step: 0.260 (last = 0.0000), fitness=1.292273025
7888.16 secs, 4304 evals, 4233 steps, improv/step: 0.260 (last = 0.0000), fitness=1.292273025
7894.44 secs, 4306 evals, 4235 steps, improv/step: 0.260 (last = 0.0000), fitness=1.292273025
7900.51 secs, 4311 evals, 4240 steps, improv/step: 0.259 (last = 0.0000), fitness=1.292273025
7906.72 secs, 4313 evals, 4242 steps, improv/step: 0.259 (last = 0.0000), fitness=1.292273025
7912.71 secs, 4316 evals, 4245 steps, improv/step: 0.259 (last = 0.0000), fitness=1.292273025
7918.72 secs, 4317 evals, 4246 steps, improv/step: 0.259 (last = 1.0000), fitness=1.292273025
7924.79 secs, 4318 evals, 4247 steps, improv/step: 0.259 (last = 0.0000), fitness=1.292273025
7931.02 secs, 4319 evals, 4248 steps, improv/step: 0.259 (last = 0.0000), fitness=1.292273025
7937.06 secs, 4322 evals, 4251 steps, improv/step: 0.259 (last = 0.3333), fitness=1.266489261
7943.14 secs, 4326 evals, 4255 steps, improv/step: 0.259 (last = 0.0000), fitness=1.266489261
7949.43 secs, 4331 evals, 4260 steps, improv/step: 0.259 (last = 0.0000), fitness=1.266489261
7955.74 secs, 4336 evals, 4265 steps, improv/step: 0.259 (last = 0.2000), fitness=1.266489261
7963.05 secs, 4338 evals, 4267 steps, improv/step: 0.258 (last = 0.0000), fitness=1.266489261
7969.43 secs, 4340 evals, 4269 steps, improv/step: 0.258 (last = 0.0000), fitness=1.266489261
7976.00 secs, 4342 evals, 4271 steps, improv/step: 0.258 (last = 0.5000), fitness=1.266489261
7982.73 secs, 4349 evals, 4278 steps, improv/step: 0.258 (last = 0.1429), fitness=1.266489261
7989.21 secs, 4350 evals, 4279 steps, improv/step: 0.258 (last = 0.0000), fitness=1.266489261
7995.91 secs, 4353 evals, 4282 steps, improv/step: 0.258 (last = 0.0000), fitness=1.266489261
8002.38 secs, 4355 evals, 4284 steps, improv/step: 0.258 (last = 0.0000), fitness=1.266489261
8008.75 secs, 4356 evals, 4285 steps, improv/step: 0.258 (last = 0.0000), fitness=1.266489261
8016.29 secs, 4358 evals, 4287 steps, improv/step: 0.258 (last = 0.0000), fitness=1.266489261
8024.72 secs, 4362 evals, 4291 steps, improv/step: 0.258 (last = 0.0000), fitness=1.266489261
8031.23 secs, 4369 evals, 4298 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8037.82 secs, 4372 evals, 4301 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8045.20 secs, 4373 evals, 4302 steps, improv/step: 0.257 (last = 1.0000), fitness=1.266489261
8051.79 secs, 4381 evals, 4310 steps, improv/step: 0.257 (last = 0.1250), fitness=1.266489261
8061.42 secs, 4382 evals, 4311 steps, improv/step: 0.257 (last = 1.0000), fitness=1.266489261
8067.72 secs, 4384 evals, 4313 steps, improv/step: 0.257 (last = 0.5000), fitness=1.266489261
8078.54 secs, 4385 evals, 4314 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8085.33 secs, 4386 evals, 4315 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8091.70 secs, 4387 evals, 4316 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8098.54 secs, 4389 evals, 4318 steps, improv/step: 0.257 (last = 0.5000), fitness=1.266489261
8105.10 secs, 4391 evals, 4320 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8111.74 secs, 4394 evals, 4323 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8118.40 secs, 4395 evals, 4324 steps, improv/step: 0.257 (last = 1.0000), fitness=1.266489261
8126.26 secs, 4396 evals, 4325 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8141.71 secs, 4397 evals, 4326 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8150.84 secs, 4398 evals, 4327 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8159.67 secs, 4400 evals, 4329 steps, improv/step: 0.257 (last = 0.5000), fitness=1.266489261
8169.78 secs, 4403 evals, 4332 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8176.67 secs, 4406 evals, 4335 steps, improv/step: 0.257 (last = 0.0000), fitness=1.266489261
8183.59 secs, 4408 evals, 4337 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8190.28 secs, 4409 evals, 4338 steps, improv/step: 0.257 (last = 1.0000), fitness=1.266489261
8196.82 secs, 4418 evals, 4347 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8203.68 secs, 4421 evals, 4350 steps, improv/step: 0.256 (last = 0.3333), fitness=1.266489261
8210.07 secs, 4424 evals, 4353 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8216.43 secs, 4425 evals, 4354 steps, improv/step: 0.256 (last = 1.0000), fitness=1.266489261
8223.16 secs, 4427 evals, 4356 steps, improv/step: 0.256 (last = 0.5000), fitness=1.266489261
8229.73 secs, 4428 evals, 4357 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8236.74 secs, 4429 evals, 4358 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8242.90 secs, 4430 evals, 4359 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8249.19 secs, 4431 evals, 4360 steps, improv/step: 0.256 (last = 1.0000), fitness=1.266489261
8255.46 secs, 4432 evals, 4361 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8262.35 secs, 4433 evals, 4362 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8269.80 secs, 4435 evals, 4364 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8283.27 secs, 4437 evals, 4366 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8290.99 secs, 4438 evals, 4367 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8297.73 secs, 4441 evals, 4370 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8304.76 secs, 4442 evals, 4371 steps, improv/step: 0.256 (last = 1.0000), fitness=1.266489261
8311.09 secs, 4443 evals, 4372 steps, improv/step: 0.256 (last = 1.0000), fitness=1.266489261
8317.28 secs, 4444 evals, 4373 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8323.61 secs, 4446 evals, 4375 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8332.76 secs, 4447 evals, 4376 steps, improv/step: 0.256 (last = 1.0000), fitness=1.266489261
8339.27 secs, 4448 evals, 4377 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8345.82 secs, 4449 evals, 4378 steps, improv/step: 0.256 (last = 1.0000), fitness=1.266489261
8353.11 secs, 4451 evals, 4380 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8359.60 secs, 4453 evals, 4382 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8369.63 secs, 4458 evals, 4387 steps, improv/step: 0.256 (last = 0.2000), fitness=1.266489261
8376.21 secs, 4459 evals, 4388 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8389.17 secs, 4460 evals, 4389 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8395.40 secs, 4461 evals, 4390 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8404.40 secs, 4462 evals, 4391 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8411.15 secs, 4463 evals, 4392 steps, improv/step: 0.255 (last = 0.0000), fitness=1.266489261
8417.28 secs, 4464 evals, 4393 steps, improv/step: 0.256 (last = 1.0000), fitness=1.266489261
8424.36 secs, 4465 evals, 4394 steps, improv/step: 0.256 (last = 0.0000), fitness=1.266489261
8430.73 secs, 4468 evals, 4397 steps, improv/step: 0.255 (last = 0.0000), fitness=1.266489261
8437.87 secs, 4471 evals, 4400 steps, improv/step: 0.255 (last = 0.3333), fitness=1.266489261
8444.27 secs, 4472 evals, 4401 steps, improv/step: 0.255 (last = 0.0000), fitness=1.266489261
8450.62 secs, 4478 evals, 4407 steps, improv/step: 0.255 (last = 0.0000), fitness=1.266489261
8457.11 secs, 4479 evals, 4408 steps, improv/step: 0.255 (last = 0.0000), fitness=1.266489261
8463.38 secs, 4480 evals, 4409 steps, improv/step: 0.255 (last = 0.0000), fitness=1.266489261
8470.00 secs, 4487 evals, 4416 steps, improv/step: 0.255 (last = 0.0000), fitness=1.266489261
8477.23 secs, 4488 evals, 4417 steps, improv/step: 0.255 (last = 1.0000), fitness=1.266489261
8486.36 secs, 4492 evals, 4421 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8493.02 secs, 4494 evals, 4423 steps, improv/step: 0.255 (last = 0.5000), fitness=1.266489261
8499.44 secs, 4496 evals, 4425 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8508.58 secs, 4502 evals, 4431 steps, improv/step: 0.254 (last = 0.1667), fitness=1.266489261
8517.08 secs, 4503 evals, 4432 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8524.31 secs, 4505 evals, 4434 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8530.80 secs, 4508 evals, 4437 steps, improv/step: 0.254 (last = 0.3333), fitness=1.266489261
8537.21 secs, 4509 evals, 4438 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8545.01 secs, 4510 evals, 4439 steps, improv/step: 0.254 (last = 1.0000), fitness=1.266489261
8552.56 secs, 4511 evals, 4440 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8558.91 secs, 4512 evals, 4441 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8568.08 secs, 4513 evals, 4442 steps, improv/step: 0.254 (last = 1.0000), fitness=1.266489261
8575.80 secs, 4514 evals, 4443 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8582.20 secs, 4515 evals, 4444 steps, improv/step: 0.255 (last = 1.0000), fitness=1.266489261
8589.32 secs, 4517 evals, 4446 steps, improv/step: 0.255 (last = 0.5000), fitness=1.266489261
8595.67 secs, 4521 evals, 4450 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8602.01 secs, 4522 evals, 4451 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8608.48 secs, 4523 evals, 4452 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8614.55 secs, 4526 evals, 4455 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8620.98 secs, 4528 evals, 4457 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8627.77 secs, 4529 evals, 4458 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8634.12 secs, 4530 evals, 4459 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8640.45 secs, 4532 evals, 4461 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8646.67 secs, 4534 evals, 4463 steps, improv/step: 0.254 (last = 0.0000), fitness=1.266489261
8653.60 secs, 4538 evals, 4467 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8661.12 secs, 4541 evals, 4470 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8670.57 secs, 4542 evals, 4471 steps, improv/step: 0.253 (last = 1.0000), fitness=1.266489261
8681.52 secs, 4543 evals, 4472 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8688.09 secs, 4546 evals, 4475 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8696.20 secs, 4548 evals, 4477 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8704.47 secs, 4550 evals, 4479 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8713.03 secs, 4551 evals, 4480 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8724.21 secs, 4553 evals, 4482 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8738.21 secs, 4554 evals, 4483 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8744.64 secs, 4555 evals, 4484 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8750.97 secs, 4557 evals, 4486 steps, improv/step: 0.253 (last = 0.5000), fitness=1.266489261
8760.82 secs, 4560 evals, 4489 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8768.93 secs, 4562 evals, 4491 steps, improv/step: 0.253 (last = 0.0000), fitness=1.266489261
8777.93 secs, 4563 evals, 4492 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8785.96 secs, 4566 evals, 4495 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8793.12 secs, 4567 evals, 4496 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8801.85 secs, 4568 evals, 4497 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8808.30 secs, 4569 evals, 4498 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8819.86 secs, 4571 evals, 4500 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8826.58 secs, 4573 evals, 4502 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8833.40 secs, 4575 evals, 4504 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8840.26 secs, 4576 evals, 4505 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8846.84 secs, 4577 evals, 4506 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8853.24 secs, 4579 evals, 4508 steps, improv/step: 0.252 (last = 0.5000), fitness=1.266489261
8860.03 secs, 4580 evals, 4509 steps, improv/step: 0.252 (last = 0.0000), fitness=1.266489261
8866.78 secs, 4584 evals, 4513 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8873.63 secs, 4586 evals, 4515 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8880.05 secs, 4587 evals, 4516 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8886.91 secs, 4589 evals, 4518 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8896.15 secs, 4593 evals, 4522 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8905.28 secs, 4596 evals, 4525 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8914.17 secs, 4597 evals, 4526 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8921.64 secs, 4598 evals, 4527 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8929.47 secs, 4605 evals, 4534 steps, improv/step: 0.251 (last = 0.1429), fitness=1.266489261
8937.84 secs, 4606 evals, 4535 steps, improv/step: 0.251 (last = 1.0000), fitness=1.266489261
8945.79 secs, 4607 evals, 4536 steps, improv/step: 0.251 (last = 1.0000), fitness=1.266489261
8953.86 secs, 4608 evals, 4537 steps, improv/step: 0.251 (last = 1.0000), fitness=1.266489261
8961.93 secs, 4610 evals, 4539 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8968.49 secs, 4613 evals, 4542 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8975.91 secs, 4616 evals, 4545 steps, improv/step: 0.251 (last = 0.0000), fitness=1.266489261
8982.23 secs, 4620 evals, 4549 steps, improv/step: 0.251 (last = 0.2500), fitness=1.266489261
8988.54 secs, 4624 evals, 4553 steps, improv/step: 0.250 (last = 0.0000), fitness=1.266489261
8994.77 secs, 4625 evals, 4554 steps, improv/step: 0.250 (last = 0.0000), fitness=1.266489261
9000.96 secs, 4629 evals, 4558 steps, improv/step: 0.250 (last = 0.0000), fitness=1.266489261
9007.14 secs, 4630 evals, 4559 steps, improv/step: 0.250 (last = 1.0000), fitness=1.266489261
9013.19 secs, 4631 evals, 4560 steps, improv/step: 0.250 (last = 0.0000), fitness=1.266489261
9019.32 secs, 4632 evals, 4561 steps, improv/step: 0.250 (last = 0.0000), fitness=1.266489261
9025.63 secs, 4635 evals, 4564 steps, improv/step: 0.250 (last = 0.0000), fitness=1.266489261
9031.85 secs, 4636 evals, 4565 steps, improv/step: 0.250 (last = 1.0000), fitness=1.266489261
9038.10 secs, 4637 evals, 4566 steps, improv/step: 0.250 (last = 1.0000), fitness=1.266489261
9044.46 secs, 4640 evals, 4569 steps, improv/step: 0.250 (last = 0.0000), fitness=1.266489261
9050.47 secs, 4646 evals, 4575 steps, improv/step: 0.250 (last = 0.1667), fitness=1.266489261
9056.91 secs, 4647 evals, 4576 steps, improv/step: 0.250 (last = 1.0000), fitness=1.266489261
9065.43 secs, 4650 evals, 4579 steps, improv/step: 0.250 (last = 0.0000), fitness=1.266489261
