cyclone_name,type,year,reef_name,reef_id,year_before,year_after,cover_before,cover_after
Ului,s,2010.213698630137,Rebe Reef,19209100104,2009,2011,0.18243442124352025,0.08321723405940168
Hamish,s,2009.1808219178083,Reef 19-131,19131101104,2007,2009,0.19082042153804202,0.17255634190590347
Debbie,s,2017.2356164383561,Reef 19-131,19131101104,2017,2019,0.25102474560451554,0.15901679759434229
Ului,s,2010.213698630137,Reef 19-138,19138100104,2010,2011,0.2250704128744894,0.19529783937461737
Debbie,s,2017.2356164383561,Reef 19-138,19138100104,2017,2019,0.3680633375963261,0.18109911362643935
Hamish,s,2009.1808219178083,Reef 20-104,20104100104,2007,2009,0.25634969351822795,0.22474286344998579
unknown,s,2011.0,Reef 20-104,20104100104,2009,2011,0.22474286344998579,0.10593812665814117
Debbie,s,2017.2356164383561,Reef 20-104,20104100104,2017,2021,0.3105875123046275,0.3039312870420683
Hamish,s,2009.1808219178083,Reef 20-348,20348100104,2005,2010,0.18277158336850735,0.07778892351437901
Hamish,s,2009.1808219178083,Reef 20-353,20353100104,2008,2010,0.4678991128281669,0.10778995152762277
unknown,m,2010.0,Reef 21-060,21060100104,2006,2010,0.44792621892104123,0.12384843857912663
unknown,c,2014.0,Reef 21-060,21060100104,2012,2014,0.12381994673054504,0.06904033391168214
unknown,m,2014.0,Reef 21-062,21062100104,2008,2014,0.3894384870347139,0.11439124883818338
unknown,c,2016.0,Reef 21-062,21062100104,2014,2016,0.11439124883818338,0.10146824995496515
Hamish,s,2009.1808219178083,Reef 21-064,21064100104,2008,2010,0.46064249286333636,0.1881395541064979
unknown,c,2014.0,Reef 21-064,21064100104,2012,2016,0.22792524411545817,0.10524030422464127
unknown,c,2018.0,Reef 21-064,21064100104,2016,2018,0.10524030422464127,0.09392193855522511
Hamish,s,2009.1808219178083,Reef 21-139,21139100104,2008,2010,0.31634387455076407,0.16734013587996902
Hamish,s,2009.1808219178083,Reef 21-187,21187100104,2008,2010,0.47137732461546483,0.13032114136491071
Hamish,s,2009.1808219178083,Reef 21-245,21245100104,2008,2010,0.28644129112274136,0.12304018895906611
Edna,s,2014.0849315068492,Reef 21-296,21296100104,2014,2018,0.2119824161253602,0.16292378436757293
Hamish,s,2009.1808219178083,Reef 21-529,21529100104,2009,2010,0.4187217789456,0.1117431804061602
