# Raw per-reef, per-year manta tow cover, cached from ReefMonitoring.get_manta_tow -
# read by 03_a_create_cover_manta_csv.jl and base/generate_clean_growth_intervals.jl
# instead of each hitting the API independently. Delete this file and re-run to force
# a fresh pull (e.g. after a new manta tow survey has landed).
# Generated: 2026-07-30T14:42:55.845
reef_name,report_year,mean
Broomfield Reef,2002,0.3644728998437737
Broomfield Reef,2001,0.3634785957547324
Broomfield Reef,2000,0.4158577752626576
Broomfield Reef,1999,0.38044610128726464
Broomfield Reef,1998,0.3106544975154123
Broomfield Reef,1997,0.3127469384552573
Broomfield Reef,1996,0.2536781242466333
Broomfield Reef,1995,0.22918563293549435
Broomfield Reef,1993,0.22487398699707953
Broomfield Reef,1990,0.20795740205382393
Broomfield Reef,1988,0.4747543709930041
Broomfield Reef,1986,0.47229000398622545
Carter Reef,1986,0.24279880955694874
Carter Reef,1990,0.24157584165845636
Carter Reef,1991,0.14305210799842843
Carter Reef,1993,0.1907519591735069
Carter Reef,1995,0.20584935177017702
Carter Reef,1996,0.19186112391031895
Carter Reef,1998,0.1978205431622875
Carter Reef,1999,0.2770003325256253
Carter Reef,2000,0.29457037425073135
Carter Reef,2001,0.26715484499764486
Carter Reef,2002,0.297460936445503
Carter Reef,2003,0.2877691106980034
Carter Reef,2004,0.19854904330692555
Carter Reef,2005,0.24949343983591268
Carter Reef,2006,0.16394604289493903
Carter Reef,2007,0.19182227011575914
Carter Reef,2008,0.16861992858300298
Carter Reef,2009,0.1789337935529524
Carter Reef,2011,0.22124209961722904
Carter Reef,2013,0.17301402883503159
Carter Reef,2015,0.1391620790963517
Carter Reef,2017,0.10567361579333691
Carter Reef,2019,0.1205067165422094
Carter Reef,2021,0.17604529645627398
Carter Reef,2022,0.27130189087827417
Carter Reef,2023,0.28922413265654473
Carter Reef,2024,0.26579647508658183
Carter Reef,2025,0.26575613069956516
Carter Reef,2026,0.2588269544619071
Chicken Reef,2026,0.2547736221402849
Chicken Reef,2025,0.32298508545085725
Chicken Reef,2024,0.2638925041823262
Chicken Reef,2023,0.32843548316286764
Chicken Reef,2022,0.3456946162461004
Chicken Reef,2021,0.29165378235388395
Chicken Reef,2020,0.18737826476456113
Chicken Reef,2018,0.2006117577822446
Chicken Reef,2017,0.16888805407877483
Chicken Reef,2016,0.14962577683947806
Chicken Reef,2015,0.14001244487014697
Chicken Reef,2014,0.102248587087251
Chicken Reef,2013,0.09979372195941787
Chicken Reef,2012,0.07889581458147807
Chicken Reef,2011,0.08431000985515667
Chicken Reef,2010,0.13652823148587853
Chicken Reef,2009,0.14467910274510243
Chicken Reef,2008,0.10614169967344211
Chicken Reef,2007,0.11908915286849522
Chicken Reef,2006,0.13304798853565725
Chicken Reef,2005,0.11906119219327016
Chicken Reef,2004,0.12153276664016786
Chicken Reef,2003,0.20019080845850437
