# Background (undisturbed) annualized relative per-year coral cover growth, fit on TOTAL
# manta tow cover: relative_growth = intercept + slope_cover_start*cover_start +
# slope_gap*gap_years. _lo/_hi = 95% cluster-bootstrap-by-reef CI. See README.md,
# Decisions, for the model's design history. Used by 05_create_survival_rates_csv.jl.
# Generated by 02_estimate_background_growth_rates.jl.
intercept,intercept_lo,intercept_hi,slope_cover_start,slope_cover_start_lo,slope_cover_start_hi,slope_gap,slope_gap_lo,slope_gap_hi,n_intervals,n_reefs
0.25693111073379754,0.17774060418120902,0.33966766641286916,-0.3792371546111909,-0.6417896813226597,-0.11717007263297674,-0.0063239155237928306,-0.019537492175115908,0.006698818903006391,384,56
