cyclone_name,type,year,reef_name,reef_id,year_before,year_after,cover_before_Tabular_Acropora,cover_after_Tabular_Acropora,cover_before_Corymbose_Acropora,cover_after_Corymbose_Acropora,cover_before_Corymbose_non_Acropora,cover_after_Corymbose_non_Acropora,cover_before_Small_Massives,cover_after_Small_Massives,cover_before_Large_Massives,cover_after_Large_Massives
Edna,s,2014.0849315068492,Reef 21-558,21558100104,2012,2014,0.0030959257571207934,0.003958537957149889,0.01601912205924252,0.02036214456706386,0.01932176897301401,0.022513800664647473,0.030324199770746428,0.03326331083673153,0.04141509189621498,0.04373243210061344
unknown,c,2022.0,Reef 21-558,21558100104,2018,2022,0.006755231228759423,0.011752753578857855,0.019717466952996948,0.03347779266477857,0.03672025793672079,0.020807248105767083,0.030952130813075785,0.01939050322888782,0.043428681086517464,0.035588518192992295
unknown,m,2010.0,Reef 21-591,21591100104,2008,2010,0.05874806085503365,0.03508800667039692,0.06789787924935332,0.050069157808227585,0.013740174104428746,0.010783682097637165,0.0430974270890138,0.05358369428167363,0.03262212161826227,0.023821336056182685
Ita,s,2014.0,Reef 21-591,21591100104,2014,2016,0.04129512229078879,0.010079148892911593,0.05710325215431242,0.023696424485520624,0.020033965483781422,0.006583987515650314,0.06054745988052844,0.04145899858945984,0.03186048578464736,0.017079736720590523
unknown,c,2010.0,Reef 22-084,22084100104,2008,2010,0.04405117072484695,0.00607133898957495,0.05623355909211014,0.017797400515139197,0.042607371530535884,0.00970324437676534,0.02309004525573783,0.01717075339148996,0.01792416711399665,0.01234476409031767
unknown,c,2020.0,Reef 22-084,22084100104,2018,2020,0.1449884828338083,0.05105071830404162,0.19214073083529393,0.07922092723879895,0.04802196607395093,0.031198252747654677,0.04125490282061536,0.036297830068553416,0.022630148761432677,0.017347973451861103
Yasi,s,2011.0876712328768,Rib Reef,18032100104,2010,2011,0.06526740851656435,0.008134379084468516,0.08180969912343158,0.021636583266197832,0.033386036009787706,0.0064234490700760755,0.015256664143911169,0.0242014468886366,0.01689677098307623,0.012021051247466167
unknown,c,2017.0,Rib Reef,18032100104,2016,2017,0.10527005226924026,0.08303833981370859,0.12518661963481678,0.10756166113715503,0.0727113139660097,0.027764004997624925,0.03654165001292723,0.03444496945918152,0.021328732528069872,0.01434219468695515
unknown,c,2018.0,Rib Reef,18032100104,2017,2018,0.08303833981370859,0.0015441311037914303,0.10756166113715503,0.00302160778678253,0.027764004997624925,0.002805937465047234,0.03444496945918152,0.007082320872706609,0.01434219468695515,0.0077711255026917175
unknown,c,2019.0,Rib Reef,18032100104,2018,2019,0.0015441311037914303,0.0010490581951603881,0.00302160778678253,0.0031930979903260323,0.002805937465047234,0.003746563272334494,0.007082320872706609,0.008672420459694628,0.0077711255026917175,0.005769461253145707
Yasi,s,2011.0876712328768,Roxburgh Reef,18042100104,2010,2012,0.011488949846313228,0.0013654827010297645,0.02617836675488719,0.008921700136007774,0.014680384449452223,0.006212891791630889,0.03250246023223495,0.016939214253311803,0.032229232688537716,0.017235743905564857
Hamish,s,2009.1808219178083,Slate Reef,19159100104,2007,2009,0.06915050729773656,0.006059745332318955,0.14552473077216346,0.0690153036952556,0.02847861078747492,0.012213307291517476,0.07413682632313036,0.047155969679085634,0.0,0.0
Ului,s,2010.213698630137,Slate Reef,19159100104,2009,2011,0.006059745332318955,0.0008714900337808347,0.0690153036952556,0.04514749214059724,0.012213307291517476,0.005841414545271795,0.047155969679085634,0.03648859247251677,0.0,0.0
Debbie,s,2017.0,Slate Reef,19159100104,2017,2019,0.08059730477518645,0.0662866601551716,0.12220643399705894,0.10821562913258673,0.035485973752804816,0.0525836894007908,0.04287106843932353,0.04998129127989598,0.0,0.0
unknown,c,2020.0,Small Lagoon Reef,21572100104,2018,2020,0.15665614228695116,0.06835538185742923,0.24945528204592873,0.1414510367379817,0.03571463472947063,0.02040757625531361,0.03182113153495736,0.033699155307711906,0.04472324983125764,0.026632002217877763
Hamish,s,2009.1808219178083,Snake Reef,22088101104,2009,2011,0.08790829617965393,0.013857480603456736,0.2023389375991303,0.10123677698269984,0.03818190002107949,0.01460921282018946,0.04945595554114881,0.04415018670506761,0.10140183495991702,0.049619983738273504
unknown,c,2021.0,Snake Reef,22088101104,2019,2021,0.0996811611987996,0.10780038934398621,0.22375173505626322,0.2282833208492147,0.04896565982876964,0.024752524796821326,0.055900529710583784,0.07140625837054675,0.06590127724826023,0.03812648557291076
unknown,c,2022.0,Snake Reef,22088101104,2021,2022,0.10780038934398621,0.01807859995247624,0.2282833208492147,0.06806205328933788,0.024752524796821326,0.027472226356090975,0.07140625837054675,0.02260832676488888,0.03812648557291076,0.054339050238367034
Yasi,s,2011.0876712328768,St. Crispin Reef,16019100104,2011,2012,0.06269152054554751,0.0076429011076189326,0.0726536151639505,0.016929297401007314,0.0469685738345587,0.01720694697631112,0.022106684806707518,0.019327485183663513,0.05254279069760454,0.056726692030260845
Yasi,s,2011.0876712328768,Taylor Reef,17064100104,2010,2012,0.04089112566723329,0.03784321158092313,0.04089112566723329,0.03784321158092313,0.044836023243130546,0.06303529757145454,0.019766492985820044,0.026536152290161714,0.015668665555423945,0.01932463279510801
unknown,c,2017.0,Taylor Reef,17064100104,2016,2018,0.21811118693413548,0.10984109164879095,0.21811118693413548,0.10984109164879095,0.117460269500089,0.06396694205719727,0.033977089806501666,0.022660822109681254,0.018303867107075034,0.01136736640602054
unknown,c,2018.0,Taylor Reef,17064100104,2016,2018,0.10984109164879095,0.0015709963634464382,0.10984109164879095,0.0015709963634464382,0.06396694205719727,0.01047361461430554,0.022660822109681254,0.011344554412860846,0.01136736640602054,0.0044308657049660465
unknown,m,2010.0,Tern Island,20309100104,2008,2010,0.07588941093923772,0.026065676069302005,0.13404707670715643,0.05384763645165677,0.009183294273637078,0.003888348313352184,0.08124559697817174,0.044261919314544644,0.0207578533187459,0.019100316057467627
unknown,c,2012.0,Tern Island,20309100104,2010,2014,0.026065676069302005,0.019661865160779113,0.05384763645165677,0.05499317959445311,0.003888348313352184,0.009725292147564304,0.044261919314544644,0.031936252325881806,0.019100316057467627,0.02063825627563728
Yasi,s,2011.0876712328768,Thetford Reef,16068100104,2010,2011,0.10701487725904094,0.027244393350254206,0.11580158491019213,0.04162723104761584,0.06444473472736861,0.03820120243223709,0.022640502980437016,0.03648862610561354,0.023267991494216406,0.024674118859247994
Hamish,s,2009.1835616438357,Turner Cay,21562100104,2009,2011,0.026676880857897007,0.017108807916436937,0.026676880857897007,0.017108807916436937,0.02533573982668304,0.020505698339739805,0.03085634058131342,0.03379191069946493,0.06046766249743976,0.061768449465691586
unknown,c,2019.0,Turner Cay,21562100104,2017,2019,0.1183711200834174,0.004853608385521116,0.1183711200834174,0.004853608385521116,0.03923706904262359,0.006045886656381329,0.032362177419705075,0.004473596007509771,0.04551218333050793,0.027353781603130525
unknown,c,2018.0,Wade Reef,21588100104,2016,2018,0.08391270024217082,0.001224764268223064,0.1861160095360042,0.0032939152545630136,0.051325578757219444,0.005014345823637162,0.06747886999226813,0.003844659657593098,0.03613103020169429,0.010999400742390301
unknown,c,2020.0,Wade Reef,21588100104,2018,2020,0.001224764268223064,0.0005713423443105714,0.0032939152545630136,0.002039568181086162,0.005014345823637162,0.004399601429168134,0.003844659657593098,0.002248983401547124,0.010999400742390301,0.006053405845925923
unknown,s,2008.0,Wreck Island,23051100104,2007,2009,0.16080664242493284,0.026703395170425897,0.18287336374263313,0.04863184423415008,0.003790149260604076,0.001161385514765335,0.02480788178637455,0.019875131643263193,0.010726926338750163,0.013962628722065894
Hamish,s,2009.1835616438357,Wreck Island,23051100104,2009,2011,0.026703395170425897,0.004284256242065647,0.04863184423415008,0.015345299736114325,0.001161385514765335,0.002714022886291566,0.019875131643263193,0.012823832606109852,0.013962628722065894,0.00854151822322358
Ita,s,2014.2739726027398,Yonge Reef,14138100104,2013,2015,0.03090279894533716,0.021205759977303663,0.08777234420317731,0.06082875055812911,0.04927978129304996,0.04729740132235986,0.024370843622334933,0.02695144542632192,0.016546395702123178,0.015699495377934976
unknown,m,2016.0849315068492,Yonge Reef,14138100104,2015,2017,0.021205759977303663,0.0031148000868247675,0.06082875055812911,0.010072006040158496,0.04729740132235986,0.04024956170106956,0.02695144542632192,0.007399186447646619,0.015699495377934976,0.002496121921464847
